version,user_name,date,time,product,is_success,num_files_created,missing_files_found,files_added_to_testng,error_msg,test_analyzed,ng_files_found,non_ng_files_found,total_files_with_descrepancies,total_files_without_descrepancies,passed_tests_with_no_ng_path,passed_tests_found_with_no_change,ng_files_overwritten,files_with_new_descrepencies
1.7,davidbe,2024-03-04,14:23:33,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.4,yaels,2024-03-04,16:16:03,Refactor_Tests,True,1,,,,1,0,1,,,,,,
1.4,yaels,2024-03-05,09:19:13,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,rona,2024-03-05,09:52:11,Refactor_Tests,True,14,,,,14,7,7,,,,,,
1.4,yaels,2024-03-06,12:18:02,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,davidbe,2024-03-06,13:42:25,Refactor_Tests,True,1,,,,1,0,1,,,,,,
1.7,davidbe,2024-03-06,15:07:44,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,davidbe,2024-03-06,15:25:47,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,davidbe,2024-03-06,16:10:41,Refactor_Tests,True,0,,,,64,4,60,,,,,,
1.7,davidbe,2024-03-06,16:26:38,Refactor_Tests,True,0,,,,168,9,159,,,,,,
1.7,davidbe,2024-03-06,16:30:25,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,yaels,2024-03-07,09:34:26,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,yaels,2024-03-07,10:30:40,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,zalmanr,2024-03-07,11:42:55,Refactor_Tests,True,0,,,,19,9,10,,,,,,
1.7,zalmanr,2024-03-07,11:47:58,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,11:48:02,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,11:48:39,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,11:48:49,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,11:49:07,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,11:49:11,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,11:49:12,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,11:49:13,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,12:15:30,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,12:15:50,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,12:34:51,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,12:35:09,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\zalmanr\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,zalmanr,2024-03-07,12:42:40,Refactor_Tests,True,16,,,,16,8,8,,,,,,
1.7,zalmanr,2024-03-07,12:43:09,Refactor_Tests,True,17,,,,20,13,7,,,,,,
1.7,zalmanr,2024-03-07,13:11:18,Refactor_Tests,True,14,,,,16,12,4,,,,,,
1.7,zalmanr,2024-03-07,13:15:08,Refactor_Tests,True,11,,,,19,16,3,,,,,,
1.7,zalmanr,2024-03-07,13:22:28,Refactor_Tests,True,49,,,,112,81,31,,,,,,
1.7,hadark,2024-03-07,13:26:17,Refactor_Tests,True,0,,,,2,0,2,,,,,,
1.7,hadark,2024-03-07,13:37:12,Refactor_Tests,True,0,,,,26,19,7,,,,,,
1.7,zalmanr,2024-03-07,15:20:06,Refactor_Tests,True,1,,,,105,82,23,,,,,,
1.7,zalmanr,2024-03-10,09:44:26,Refactor_Tests,True,0,,,,105,82,23,,,,,,
1.7,davidbe,2024-03-11,10:32:27,Discrepancy_Tracker,True,,,,,1174,,,568,606,31,,,
1.7,shaharh,2024-03-11,17:25:34,Test_List_Compare,True,,0,,,87,,,,,,,,
1.7,yaels,2024-03-12,09:06:06,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,shaharh,2024-03-12,14:07:04,Refactor_Tests,True,0,,,,87,78,9,,,,,,
1.7,shaharh,2024-03-12,14:27:00,Refactor_Tests,True,0,,,,10,4,6,,,,,,
1.7,yaels,2024-03-12,15:11:40,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,shaharh,2024-03-12,15:26:11,Refactor_Tests,True,0,,,,83,78,5,,,,,,
1.7,yaels,2024-03-12,15:35:56,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,yaels,2024-03-12,16:42:36,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,davidbe,2024-03-13,09:00:35,Discrepancy_Tracker,True,,,,,1224,,,606,618,52,,,
1.7,rona,2024-03-13,10:17:57,Refactor_Tests,True,5,,,,6,3,3,,,,,,
1.7,shaharh,2024-03-13,10:37:43,Refactor_Tests,True,0,,,,81,76,5,,,,,,
1.7,shaharh,2024-03-13,12:47:00,Refactor_Tests,True,0,,,,10,4,6,,,,,,
1.7,shaharh,2024-03-13,12:48:26,Refactor_Tests,True,0,,,,80,75,5,,,,,,
1.7,shaharh,2024-03-13,12:52:09,Refactor_Tests,True,0,,,,4,0,4,,,,,,
1.7,shaharh,2024-03-13,12:52:54,Refactor_Tests,True,0,,,,2,0,2,,,,,,
1.7,shaharh,2024-03-13,14:06:08,Refactor_Tests,True,0,,,,77,73,4,,,,,,
1.7,shaharh,2024-03-13,17:11:06,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\shaharh\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\shaharh\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,shaharh,2024-03-13,17:11:46,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\shaharh\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\shaharh\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,shaharh,2024-03-13,17:11:57,Refactor_Tests,False,,,,"An Error occured: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\shaharh\\AppData\\Local\\RefactoringAssistant\\output'
Traceback:
Traceback (most recent call last):
  File ""src\main_refactoring_assistant\main-RefactoringAssistant.py"", line 44, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 12, in main_script
  File ""src\refactor_tests\main_refactor_tests.py"", line 47, in init_params
  File ""src\gen_files\gen_scripts.py"", line 71, in clear_create_dir
  File ""os.py"", line 225, in makedirs
FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'C:\\Users\\shaharh\\AppData\\Local\\RefactoringAssistant\\output'
",,,,,,,,,
1.7,yaels,2024-03-14,13:57:03,Refactor_Tests,True,1,,,,1,1,0,,,,,,
1.7,yaels,2024-03-17,08:19:49,Refactor_Tests,True,1,,,,1,1,0,,,,,,
